,salary,f_open,f_employed,f_selfemployed,f_unemployed,f_education,f_organization,f_datascientist,f_designer,f_developer,f_devops,f_engineer,f_scientist,f_years,f_yearspro,f_ambition,f_python,f_r,f_age,f_female,f_male,f_other
39071,504130.0,0,1,0,0,1,0,0,0,1,0,0,0,11,8,0,1,0,26,0,1,0
39073,57287.0,0,0,1,0,2,0,0,0,1,1,0,0,13,8,0,1,0,31,0,1,0
39076,60000.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,0,0
39077,34920.0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,20,0,1,0
39078,110000.0,0,1,0,0,2,1,0,0,1,0,0,0,18,18,0,0,0,45,0,1,0
39079,12828.0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,19,0,1,0
39083,13824.0,0,1,0,0,1,0,0,0,1,0,0,0,10,7,1,0,0,29,0,1,0
39084,85931.0,0,1,0,0,2,1,0,0,1,0,0,0,13,10,1,1,0,34,0,1,0
39085,22260.0,0,1,0,0,1,0,0,0,1,0,0,1,10,2,1,0,0,21,0,0,1
39086,54996.0,0,1,0,0,2,1,0,0,1,0,0,1,7,4,1,0,0,29,0,1,0
39089,175000.0,1,1,0,0,0,1,0,0,1,1,1,0,32,25,0,1,0,44,0,1,0
39091,756192.0,0,1,0,0,2,0,0,0,1,1,0,0,15,10,0,0,0,29,0,1,0
39092,625716.0,0,1,0,0,2,1,0,0,1,0,0,0,8,2,1,1,0,24,0,0,1
39093,6000.0,0,1,0,0,1,1,0,0,1,0,1,0,4,2,1,1,0,27,0,1,0
39094,27504.0,0,1,0,0,0,1,0,0,1,0,0,0,5,2,0,1,0,24,0,1,0
39097,71036.0,0,1,0,0,2,1,0,0,1,0,0,0,20,10,0,1,0,40,0,1,0
39098,100000.0,1,1,0,0,0,0,0,0,1,0,0,0,25,16,0,0,0,40,0,1,0
39104,34872.0,0,1,0,0,0,0,0,0,1,1,0,0,15,6,0,1,0,32,0,1,0
39105,95000.0,1,1,0,0,2,1,1,0,1,1,1,1,5,5,0,1,1,29,0,1,0
39106,23088.0,1,1,0,0,1,1,0,0,1,0,0,0,10,4,1,0,0,24,0,1,0
39108,112000.0,0,1,0,0,1,0,0,0,1,1,0,0,11,6,1,1,0,27,0,0,1
39109,130000.0,0,1,0,0,1,0,0,0,1,0,0,0,18,13,0,0,0,37,0,1,0
39111,687444.0,0,1,0,0,0,1,0,0,1,0,0,0,21,7,1,1,0,38,0,1,0
39112,54036.0,0,1,0,0,0,0,0,0,1,0,0,0,15,13,0,0,0,43,0,1,0
39113,11520.0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,20,0,1,0
39115,38472.0,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,26,0,1,0
39116,52356.0,0,1,0,0,1,0,0,0,1,0,0,0,15,8,0,0,0,30,0,1,0
39119,36664.0,0,1,0,0,2,0,0,1,1,0,1,0,5,1,0,1,0,23,0,1,0
39123,8556.0,0,1,0,0,1,1,0,0,1,0,0,0,7,5,0,1,0,24,0,1,0
39124,18191.0,1,1,0,0,1,0,0,0,1,0,0,0,12,6,0,1,1,27,0,1,0
39126,91593.0,1,1,0,0,1,0,0,0,0,0,0,0,25,20,0,1,0,39,0,1,0
39127,9095.0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,0,1,0,24,0,1,0
39129,2016.0,0,1,0,0,1,0,0,1,1,0,0,0,5,0,1,0,0,24,0,1,0
39130,18012.0,0,1,0,0,0,0,0,0,1,0,0,0,7,4,1,1,0,27,0,1,0
39135,80000.0,1,1,0,0,2,1,0,0,0,1,1,0,15,15,0,0,0,35,0,1,0
39136,76339.0,0,1,0,0,1,0,0,0,1,1,0,0,31,18,0,1,0,41,0,1,0
39139,21240.0,1,1,0,0,1,0,0,0,1,0,0,0,6,5,0,0,0,43,0,1,0
39140,15268.0,1,1,0,0,2,0,1,0,1,0,1,1,5,5,0,1,0,27,0,1,0
39141,27986.0,1,1,0,0,1,0,0,0,1,0,0,0,8,5,0,1,0,27,0,1,0
39143,69664.0,0,1,0,0,1,1,1,0,1,0,1,0,27,25,0,0,0,46,0,1,0
39144,22915.0,0,1,0,0,2,0,0,1,1,0,0,1,6,2,1,1,1,25,0,1,0
39145,45803.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,0,1,0,25,0,1,0
39146,17186.0,0,1,0,0,1,1,0,0,1,1,1,0,4,2,1,1,0,26,1,0,0
39147,68748.0,0,1,0,0,2,1,1,0,0,0,1,0,4,3,0,1,1,29,0,1,0
39149,97824.0,0,1,0,0,1,0,0,0,1,1,0,0,20,11,0,0,0,35,0,1,0
39150,71966.0,0,1,0,0,1,0,0,0,1,0,1,0,9,4,1,0,0,25,0,1,0
39151,8100.0,0,1,0,0,0,1,1,0,1,1,1,1,7,3,0,1,0,22,0,1,0
39152,60492.0,0,1,0,0,1,1,1,0,1,0,0,0,20,18,0,0,0,39,0,1,0
39153,41244.0,0,1,0,0,2,0,0,0,1,0,0,0,4,3,0,0,0,29,0,1,0
39159,10488.0,0,1,0,0,1,1,0,0,1,0,0,0,6,5,0,0,0,25,0,1,0
39160,110000.0,0,1,0,0,1,1,0,0,1,0,0,0,17,8,0,0,0,33,0,1,0
39162,34372.0,0,1,0,0,0,1,0,1,1,0,0,0,12,9,0,0,0,34,0,1,0
39163,100000.0,0,1,0,0,1,0,0,0,1,0,0,0,9,6,0,0,0,28,0,0,1
39164,67018.0,0,1,0,0,1,0,0,0,1,0,0,0,10,7,0,1,0,25,1,0,0
39165,80202.0,1,1,0,0,2,1,0,0,1,1,0,0,10,6,0,1,0,32,0,1,0
39167,80000.0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,33,0,1,0
39168,75000.0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,1,1,23,0,1,0
39169,125000.0,0,1,0,0,0,0,0,0,1,0,0,0,14,11,0,1,0,32,0,1,0
39172,62000.0,0,1,0,0,1,0,0,1,1,0,0,0,7,7,0,1,0,29,0,1,0
39173,170101.0,0,0,1,0,0,1,0,0,1,0,0,0,37,27,0,0,0,46,0,1,0
39174,74583.0,0,1,0,0,2,0,0,0,1,0,0,0,17,12,0,0,0,35,0,1,0
39176,90000.0,0,1,0,0,2,0,1,0,0,0,0,0,3,2,0,1,1,27,0,1,0
39178,132907.0,0,1,0,0,1,0,0,0,1,1,1,0,13,10,0,0,0,31,0,1,0
39181,110000.0,0,1,0,0,1,1,0,0,1,0,0,0,7,0,0,1,0,22,1,0,0
39183,11004.0,0,1,0,0,0,1,0,1,1,0,0,0,4,0,0,1,0,30,0,1,0
39187,110000.0,0,0,1,0,1,0,0,0,1,0,0,0,21,21,0,0,0,42,0,1,0
39188,188000.0,0,1,0,0,1,1,0,0,1,0,0,0,6,4,0,1,0,33,0,1,0
39190,15912.0,0,1,0,0,1,0,0,0,1,0,0,0,4,4,1,0,0,27,0,1,0
39191,68745.0,0,1,0,0,2,0,0,0,0,1,1,0,19,14,0,1,0,39,0,1,0
39192,57287.0,0,1,0,0,2,0,0,0,1,0,0,1,9,2,1,0,0,26,0,1,0
39195,52339.0,0,1,0,0,2,0,0,0,0,0,0,0,6,4,1,1,0,27,0,1,0
39196,13824.0,0,1,0,0,1,0,0,0,1,0,0,0,10,6,0,1,0,27,0,1,0
39197,27986.0,0,1,0,0,1,1,0,0,1,0,0,0,20,11,0,0,0,32,0,1,0
39198,659472.0,0,1,0,0,1,0,1,1,1,0,0,0,14,4,0,1,0,21,0,1,0
39199,35983.0,0,1,0,0,1,1,0,0,1,0,0,0,4,1,0,1,0,22,0,1,0
39200,50376.0,0,1,0,0,2,0,0,0,1,0,0,0,9,4,0,1,0,25,0,1,0
39202,415224.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,0,0,0,24,0,1,0
39203,71088.0,0,1,0,0,1,0,0,0,1,0,0,0,9,5,0,1,0,28,0,1,0
39204,11520.0,0,1,0,0,1,1,0,0,1,0,0,0,8,3,0,0,0,26,0,1,0
39205,41247.0,0,1,0,0,2,0,0,0,1,0,0,0,11,7,0,0,0,36,0,1,0
39206,140000.0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,0,1,0,22,0,1,0
39207,41940.0,0,1,0,0,1,0,0,0,1,0,0,0,12,7,0,0,0,30,0,1,0
39211,22944.0,0,1,0,0,1,0,0,1,1,0,0,0,17,10,1,0,0,31,0,1,0
39212,39336.0,0,1,0,0,2,0,0,0,1,0,1,0,17,15,0,1,0,34,0,1,0
39215,90000.0,0,1,0,0,1,1,0,0,1,0,0,0,3,2,0,0,0,39,1,0,0
39216,32299.0,0,1,0,0,1,0,0,0,1,0,0,0,10,9,0,1,0,28,0,1,0
39219,49267.0,0,1,0,0,1,1,0,0,1,1,0,0,11,5,0,1,1,24,0,1,0
39220,45803.0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,25,0,1,0
39221,68750.0,0,1,0,0,1,0,0,0,1,1,1,0,17,5,0,0,0,30,0,1,0
39222,82196.0,0,1,0,0,2,1,0,0,1,0,1,0,20,13,0,1,0,37,0,1,0
39223,34368.0,0,1,0,0,2,0,0,0,1,0,0,0,7,7,0,0,0,38,0,1,0
39226,52704.0,0,1,0,0,0,1,0,0,1,0,0,0,5,4,0,0,0,25,1,0,0
39227,160311.0,0,1,0,0,0,1,0,0,1,0,1,0,25,20,0,0,0,39,0,1,0
39228,26880.0,0,1,0,0,2,0,0,0,1,0,0,0,30,12,0,0,0,37,0,1,0
39229,207324.0,0,1,0,0,1,0,0,0,1,0,0,0,9,9,0,1,0,32,0,1,0
39230,57600.0,0,1,0,0,1,1,0,1,1,0,1,1,19,14,1,1,0,38,0,1,0
39231,11712.0,0,0,1,0,1,0,0,0,1,0,0,0,6,6,0,1,0,27,0,1,0
39232,185000.0,1,1,0,0,1,1,0,0,1,0,0,0,15,11,1,0,0,37,0,1,0
39235,57287.0,0,0,1,0,1,1,0,0,1,0,0,0,10,6,0,0,0,24,0,1,0
39239,18348.0,1,1,0,0,0,0,0,1,1,1,1,0,6,3,0,1,0,17,0,1,0
39243,7728.0,0,1,0,0,2,0,0,0,1,0,0,0,4,8,1,0,0,25,0,1,0
39246,68000.0,0,0,1,0,0,1,0,0,1,0,0,0,9,6,0,1,0,23,0,1,0
39247,20148.0,0,1,0,0,1,0,0,0,1,0,0,0,10,6,1,0,0,25,0,1,0
39248,12594.0,1,1,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,23,0,1,0
39250,80160.0,0,0,1,0,0,0,0,0,1,0,0,0,15,8,0,0,0,32,0,1,0
39252,66276.0,1,1,0,0,2,1,0,0,1,0,0,0,24,18,0,1,0,44,0,1,0
39253,49452.0,0,1,0,0,1,0,0,0,1,0,0,0,15,12,0,0,0,33,0,1,0
39255,23628.0,0,1,0,0,1,0,0,0,1,0,1,0,12,2,0,1,0,28,0,1,0
39260,6150.0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,28,1,0,0
39261,293328.0,1,0,1,0,2,1,0,0,1,0,1,0,30,18,0,1,0,40,0,1,0
39263,2148.0,1,1,0,0,1,0,0,0,1,0,0,0,4,2,1,1,0,20,0,1,0
39266,11004.0,0,1,0,0,1,1,0,0,0,0,0,0,25,13,0,0,0,35,0,1,0
39268,962424.0,0,1,0,0,0,1,0,0,1,0,0,0,24,22,0,1,0,43,0,1,0
39270,25000.0,0,0,1,0,2,0,0,0,0,0,1,0,25,18,0,0,0,54,0,1,0
39273,32424.0,0,1,0,0,1,0,0,0,1,0,0,0,25,20,0,0,0,42,0,1,0
39274,32400.0,0,1,0,0,1,0,1,0,1,0,1,0,7,4,0,1,0,26,0,1,0
39276,109992.0,0,0,1,0,2,0,1,0,1,0,0,0,30,4,0,1,0,53,0,1,0
39278,75000.0,0,1,0,0,0,1,0,0,1,0,0,0,4,2,0,1,0,31,0,1,0
39279,130850.0,1,0,1,0,0,0,0,0,1,0,0,0,35,34,0,0,0,59,0,1,0
39280,40000.0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,1,0,25,0,1,0
39283,24428.0,0,0,1,0,0,1,1,0,0,0,1,0,4,1,0,1,0,24,0,1,0
39284,170000.0,1,1,0,0,0,0,0,0,1,0,0,0,16,16,0,0,0,33,0,0,1
39286,131957.0,0,1,0,0,0,0,1,0,1,1,1,0,12,8,0,1,0,31,0,1,0
39287,42168.0,0,1,0,0,0,1,0,0,1,0,0,0,15,15,0,1,0,42,1,0,0
39292,219984.0,0,0,1,0,2,0,0,1,1,0,0,0,14,8,0,0,0,25,0,1,0
39298,14400.0,0,1,0,0,2,0,1,1,1,0,0,1,10,6,0,1,1,31,0,1,0
39300,65424.0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,41,0,1,0
39302,170000.0,0,1,0,0,1,1,0,0,1,0,0,0,10,7,1,1,0,31,0,1,0
39303,51948.0,0,1,0,0,2,1,0,1,1,0,0,1,28,20,0,1,0,39,0,1,0
39304,16500.0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,23,0,1,0
39306,14664.0,0,1,0,0,2,0,0,0,1,0,0,0,3,3,0,1,0,25,0,1,0
39307,44436.0,0,1,0,0,1,0,0,0,1,0,0,0,7,7,0,0,0,25,0,1,0
39308,16500.0,0,1,0,0,0,1,0,0,1,0,0,0,10,5,1,1,0,29,0,1,0
39309,3360.0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,23,0,1,0
39310,105000.0,0,1,0,0,1,0,0,1,1,0,0,0,30,15,0,0,0,40,0,1,0
39312,59579.0,0,1,0,0,2,1,1,0,1,0,0,0,12,6,0,1,0,24,1,0,0
39313,38496.0,0,1,0,0,2,0,1,0,1,0,1,0,4,2,0,1,0,26,0,1,0
39320,93000.0,0,1,0,0,1,0,0,1,1,0,0,0,15,9,0,1,0,35,0,1,0
39321,275000.0,0,0,1,0,2,1,0,0,1,1,1,0,15,7,0,1,0,33,0,1,0
39324,105000.0,0,1,0,0,1,0,0,0,1,0,1,0,20,10,1,0,0,29,0,1,0
39328,65000.0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,27,0,1,0
39333,10080.0,0,1,0,0,1,0,0,1,1,0,0,0,6,20,1,0,0,28,0,1,0
39334,24000.0,0,1,0,0,2,0,0,0,1,0,0,0,9,3,0,0,0,32,0,1,0
39335,71036.0,1,1,0,0,1,0,0,0,1,1,0,0,7,4,0,0,0,25,0,1,0
39336,7836.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,1,0,0
39337,91606.0,0,1,0,0,0,0,0,1,1,0,0,0,38,21,0,1,0,46,0,1,0
39338,33684.0,0,1,0,0,1,0,0,0,1,0,0,0,8,5,0,0,0,28,0,1,0
39342,122764.0,0,1,0,0,2,0,1,0,0,0,0,0,20,6,0,1,0,35,0,1,0
39343,76765.0,0,1,0,0,2,1,0,0,1,0,0,0,8,4,0,0,0,27,0,1,0
39345,58024.0,0,1,0,0,1,0,0,0,1,0,0,0,8,7,0,0,0,33,0,1,0
39347,13788.0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,38,0,1,0
39351,18336.0,0,1,0,0,2,0,0,0,1,0,0,0,3,2,0,1,0,25,0,1,0
39352,40236.0,0,1,0,0,1,0,0,0,1,0,0,0,13,7,0,0,0,29,1,0,0
39353,102700.0,0,1,0,0,0,0,0,0,1,0,0,0,10,8,0,0,0,37,0,1,0
39354,480000.0,1,1,0,0,0,1,0,1,1,0,0,0,9,2,1,0,0,22,0,1,0
39355,5904.0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,20,0,1,0
39356,91606.0,0,1,0,0,1,1,0,0,1,0,0,0,37,30,0,1,0,52,0,1,0
39359,120000.0,0,1,0,0,1,0,0,0,1,0,0,0,16,5,0,0,0,28,0,1,0
39360,58373.0,1,1,0,0,1,1,0,1,1,1,0,0,20,10,0,1,0,36,0,1,0
39361,105000.0,0,1,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,32,0,1,0
39363,61872.0,0,1,0,0,2,1,0,0,0,0,0,1,4,3,0,1,0,31,0,1,0
39365,68745.0,0,1,0,0,2,1,1,0,1,1,1,0,30,20,0,1,0,42,0,1,0
39367,125000.0,0,0,1,0,1,0,0,0,1,1,0,0,15,10,0,0,0,40,0,1,0
39368,11400.0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,21,0,1,0
39370,8940.0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,18,0,1,0
39371,145000.0,1,1,0,0,1,0,0,0,1,0,0,0,10,7,0,1,0,34,0,1,0
39372,123301.0,0,1,0,0,2,1,1,0,0,0,0,0,14,11,1,1,0,33,0,1,0
39373,110000.0,0,1,0,0,2,0,0,1,1,0,1,0,50,43,0,1,0,68,0,1,0
39375,8424.0,0,1,0,0,1,0,0,0,1,0,0,0,12,7,0,0,0,31,0,1,0
39376,39768.0,0,1,0,0,0,1,0,0,1,0,0,0,7,4,0,0,0,27,0,1,0
39378,55000.0,1,1,0,0,0,0,0,0,1,0,0,0,6,2,0,1,1,21,0,0,1
39379,68000.0,0,1,0,0,1,0,0,0,1,0,0,0,11,2,0,1,0,24,0,1,0
39380,37000.0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,21,0,1,0
39381,74583.0,0,1,0,0,1,1,0,0,1,0,0,0,7,3,1,1,0,27,0,1,0
39382,973500.0,0,1,0,0,2,0,0,0,1,1,0,0,12,5,0,1,0,24,0,1,0
39384,50413.0,0,1,0,0,2,0,0,0,1,0,0,0,7,2,0,0,0,23,1,0,0
39387,62598.0,0,1,0,0,2,1,0,0,0,0,1,0,15,12,0,0,0,34,0,1,0
39388,76339.0,0,1,0,0,0,0,0,0,1,0,0,0,10,8,0,1,0,27,0,1,0
39389,91593.0,0,1,0,0,1,0,0,0,1,0,0,0,10,10,0,1,0,32,0,1,0
39391,83640.0,0,1,0,0,2,1,0,0,1,0,0,0,11,5,0,1,0,32,0,1,0
39393,63016.0,0,1,0,0,2,0,0,0,1,0,0,0,15,10,0,0,0,35,0,1,0
39394,10824.0,0,1,0,0,2,0,0,0,1,0,0,0,10,2,0,0,0,30,0,1,0
39396,54200.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0,0,0,26,0,1,0
39397,28872.0,0,1,0,0,2,0,0,0,1,0,0,0,6,3,0,0,0,23,0,1,0
39399,28188.0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,26,1,0,0
39400,8424.0,0,1,0,0,0,0,1,0,1,0,1,0,5,0,0,1,0,19,0,1,0
39402,7428.0,0,1,0,0,0,0,0,1,1,0,0,0,19,9,0,0,0,33,1,0,0
39403,22244.0,0,1,0,0,0,0,0,0,1,0,1,0,8,2,1,1,0,20,0,1,0
39406,502452.0,0,1,0,0,0,0,0,0,1,1,0,0,25,17,0,0,0,38,0,1,0
39407,48120.0,0,1,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,23,0,1,0
39408,11520.0,0,0,1,0,1,0,0,0,1,0,0,0,8,8,0,0,0,42,0,1,0
39409,80000.0,0,1,0,0,1,1,0,0,0,0,0,0,30,23,0,0,0,46,0,1,0
39411,35748.0,0,1,0,0,2,0,0,0,1,0,0,0,11,6,0,0,0,27,1,0,0
39412,12372.0,0,1,0,0,0,1,0,0,1,0,0,0,7,0,1,1,0,25,0,1,0
39413,42624.0,0,1,0,0,2,0,0,0,1,0,1,0,18,8,0,1,0,33,0,1,0
39416,29448.0,0,1,0,0,1,0,0,0,1,0,0,0,12,9,1,0,0,30,0,1,0
39418,25000.0,0,0,1,0,1,0,0,0,1,0,0,0,12,6,0,0,0,29,0,1,0
39419,250000.0,0,1,0,0,0,1,0,0,1,0,0,0,20,16,0,0,0,67,0,1,0
39422,120000.0,0,1,0,0,2,0,0,1,1,1,0,0,23,16,0,0,0,39,0,1,0
39423,118325.0,0,1,0,0,1,0,0,1,1,0,0,0,6,4,0,0,0,25,0,1,0
39426,48975.0,0,1,0,0,1,1,0,0,1,1,0,0,19,15,1,0,0,38,0,1,0
39427,43836.0,0,1,0,0,1,0,0,0,1,0,0,0,13,6,0,0,0,26,0,1,0
39429,38496.0,0,1,0,0,1,1,0,1,1,0,0,0,10,0,1,0,0,28,0,1,0
39430,32460.0,0,1,0,0,2,1,0,0,1,0,0,0,15,14,0,0,0,36,0,1,0
39431,120000.0,0,1,0,0,1,1,0,0,1,0,0,0,25,20,0,1,0,39,0,1,0
39432,85000.0,0,1,0,0,1,1,0,1,1,0,0,0,11,7,0,0,0,30,0,1,0
39434,68496.0,0,1,0,0,2,0,1,0,1,0,1,1,18,6,1,1,0,35,0,1,0
39437,84000.0,0,1,0,0,1,0,1,0,0,0,0,0,21,20,1,1,1,39,0,1,0
39439,100000.0,0,1,0,0,1,0,0,1,1,0,0,0,15,11,0,0,0,33,0,1,0
39441,120000.0,0,1,0,0,0,0,0,0,1,0,0,0,20,11,0,1,0,38,0,1,0
39442,29086.0,0,1,0,0,1,1,0,0,1,0,0,0,8,5,0,0,0,25,0,1,0
39443,51036.0,0,1,0,0,2,0,1,0,0,0,0,1,8,5,0,1,0,32,0,1,0
39444,45432.0,0,1,0,0,1,1,0,0,1,0,0,0,17,7,0,0,0,35,1,0,0
39446,34200.0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,21,1,0,0
39447,21384.0,0,1,0,0,2,1,0,0,1,0,0,1,24,6,0,1,0,37,0,1,0
39448,27492.0,0,1,0,0,2,0,0,0,1,0,0,0,8,23,0,1,0,25,0,1,0
39449,11304.0,0,1,0,0,0,0,0,0,1,0,0,0,12,4,0,0,0,29,0,1,0
39450,41244.0,0,1,0,0,2,0,0,0,0,0,0,0,7,6,0,1,0,32,0,1,0
39451,84000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,15,0,0,0,41,0,1,0
39452,117000.0,0,1,0,0,1,1,0,0,1,0,0,0,12,5,0,1,0,25,0,1,0
39453,57287.0,0,1,0,0,1,0,0,0,1,0,0,0,14,4,0,0,0,28,0,1,0
39455,28524.0,0,1,0,0,2,1,0,0,1,0,0,0,20,15,0,1,0,39,0,1,0
39456,125000.0,0,1,0,0,1,0,0,0,1,0,0,0,14,6,0,1,0,24,0,0,1
39457,33000.0,0,1,0,0,1,0,0,0,1,0,0,0,7,3,0,0,0,25,0,1,0
39459,11148.0,0,1,0,0,1,1,0,0,1,0,0,0,4,3,0,0,0,25,0,1,0
39460,40459.0,0,1,0,0,1,0,0,0,1,0,0,0,4,1,0,1,0,25,1,0,0
39461,14664.0,0,1,0,0,1,0,1,0,1,0,0,1,6,6,0,1,0,23,0,1,0
39462,30000.0,1,1,0,0,1,1,1,0,0,0,0,1,10,2,0,1,1,23,0,1,0
39465,9840.0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,30,0,1,0
39466,41978.0,0,0,1,0,2,0,0,0,1,0,0,0,7,7,0,1,0,29,0,1,0
39467,91660.0,0,0,1,0,2,0,0,0,1,1,1,0,27,15,0,1,0,35,0,1,0
39468,13428.0,0,0,1,0,1,0,0,0,1,0,1,0,15,10,0,0,0,34,0,1,0
39471,52500.0,0,1,0,0,1,1,0,0,1,0,0,0,4,3,0,0,0,37,0,1,0
39472,130000.0,1,1,0,0,2,1,0,0,1,0,0,0,11,3,0,1,0,29,0,1,0
39479,49500.0,0,1,0,0,1,0,0,0,1,1,0,0,9,3,1,0,0,24,0,1,0
39480,240950.0,1,1,0,0,2,1,0,0,1,0,0,0,9,8,0,1,0,29,0,1,0
39481,98454.0,0,1,0,0,2,0,0,0,1,0,0,0,8,5,0,1,1,26,0,1,0
39485,27492.0,0,1,0,0,2,0,0,0,1,0,0,1,10,5,1,0,0,26,0,1,0
39487,41244.0,0,1,0,0,1,1,0,0,1,0,0,0,6,2,0,0,0,23,0,1,0
39488,19668.0,0,1,0,0,0,1,0,0,1,0,1,0,13,8,0,0,0,30,0,1,0
39490,171862.0,1,0,1,0,2,0,0,0,1,0,0,0,40,34,0,0,0,56,0,1,0
39492,170000.0,0,0,1,0,1,0,0,0,1,0,0,0,20,18,0,0,0,42,0,1,0
39493,16032.0,0,1,0,0,2,0,0,0,1,0,0,0,12,7,0,0,0,34,0,1,0
39495,150000.0,0,1,0,0,2,1,1,0,1,0,1,1,26,17,0,1,0,40,0,1,0
39497,11784.0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,25,0,1,0
39499,120000.0,0,1,0,0,0,1,1,1,1,1,0,0,21,18,0,0,0,41,0,1,0
39501,141433.0,0,1,0,0,0,0,0,0,1,0,0,0,17,12,0,0,0,31,0,1,0
39504,28644.0,0,1,0,0,1,0,0,0,1,0,0,0,20,20,0,1,0,51,0,1,0
39505,27492.0,0,1,0,0,2,1,0,0,1,0,1,0,25,14,0,1,0,39,0,1,0
39508,69500.0,0,1,0,0,1,1,0,0,1,0,0,0,8,6,0,0,0,26,0,1,0
39509,2099.0,1,1,0,0,2,1,0,0,1,0,0,0,11,7,0,1,0,30,0,1,0
39512,576.0,0,0,1,0,0,0,0,0,1,0,0,0,11,8,0,0,0,33,0,1,0
39513,56264.0,0,1,0,0,2,0,0,0,1,0,1,0,20,8,0,0,0,38,0,1,0
39515,32064.0,0,1,0,0,1,1,0,0,1,0,0,0,6,4,0,0,0,24,0,1,0
39517,33912.0,0,1,0,0,0,1,0,0,1,0,0,0,6,4,0,0,0,23,0,1,0
39520,14736.0,1,1,0,0,1,0,0,0,1,0,0,0,18,13,0,0,0,36,0,0,1
39521,70000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,0,0,28,0,1,0
39524,49500.0,1,1,0,0,2,0,0,0,1,0,0,0,20,8,0,1,0,29,0,1,0
39525,218292.0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,23,0,1,0
39527,3468.0,0,1,0,0,1,0,0,0,1,0,0,0,6,3,0,1,0,22,0,1,0
39528,165000.0,0,1,0,0,1,1,0,0,1,0,1,0,13,9,0,1,0,30,0,1,0
39529,129600.0,0,0,1,0,1,0,0,0,1,0,0,0,10,8,0,0,0,31,0,1,0
39530,104678.0,0,1,0,0,2,1,0,1,1,0,0,0,4,3,0,1,0,32,0,1,0
39534,65304.0,0,1,0,0,1,0,0,0,1,0,0,0,10,3,1,0,0,28,0,1,0
39535,44111.0,0,1,0,0,0,0,0,0,1,1,0,0,13,4,0,1,0,26,0,1,0
39536,10080.0,0,1,0,0,2,0,0,0,1,0,0,0,13,8,0,0,0,31,1,0,0
39537,95000.0,0,1,0,0,1,0,0,0,1,0,0,0,6,6,0,1,0,30,0,1,0
39540,70500.0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,24,0,1,0
39541,5597.0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,0,1,0,25,0,1,0
39544,34368.0,0,1,0,0,1,0,0,0,1,1,0,0,6,1,0,1,0,25,0,1,0
39545,19044.0,0,1,0,0,1,0,0,0,1,0,0,0,7,3,0,0,0,28,0,1,0
39547,97713.0,0,1,0,0,0,0,0,0,1,0,0,0,30,26,0,0,0,45,0,1,0
39548,112500.0,0,1,0,0,2,1,0,0,1,0,0,0,8,4,1,1,0,29,0,1,0
39549,37000.0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,27,0,1,0
39550,16320.0,0,1,0,0,1,0,1,0,1,0,0,0,8,2,0,1,0,23,0,1,0
39551,80000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,23,0,1,0
39552,23832.0,0,1,0,0,2,1,0,0,1,0,0,0,10,7,0,0,0,30,0,1,0
